Week End,Season,Measure,Age Group,Race/Ethnicity,Sex,Population Size,Count,Percent
05/04/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,921,
12/02/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,90373,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,1000,0.2
03/30/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1797,
04/20/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,722,
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,905,
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,89,
01/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1623,
10/07/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,5459,0.0
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,18000,0.2
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,1591,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,3046,0.0
01/06/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,14539,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,894,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,3185,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,23472,0.2
04/13/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2953,
02/17/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Latinx,All Sexes,85789,6180,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2919,
04/13/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,7023,0.3
10/07/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,1043,0.0
11/25/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,85419,0.1
11/25/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,420,
10/21/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,1660,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,37,0.0
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,105,
04/27/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2994,
03/23/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2857,
03/16/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2828,
04/06/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,7098,0.2
04/06/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,21450,0.1
12/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Male,41082,12599,0.3
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,302,
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,2297,
02/17/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,1792,0.0
02/10/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,14248,0.1
09/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,1464,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Latinx,All Sexes,68645,2055,0.0
11/11/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1047,
01/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,258,
12/23/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,6037,0.3
11/04/2023,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,30839,0.2
12/23/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,5940,0.2
03/16/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5527,0.5
02/10/2024,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,50671,0.4
02/17/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,158,
03/02/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5482,0.5
12/02/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,144,
03/23/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,5090,0.2
01/27/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,140,
12/23/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,2916,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,1446,
04/20/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,19665,0.1
04/27/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4768,0.0
12/09/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,74,
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,6266,0.0
03/23/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,4304,
01/06/2024,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,223829,0.1
02/03/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,1313,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,156,
10/07/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,532,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,732,
11/25/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,12448,0.1
11/11/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,1921,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,3618,0.2
01/06/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,4550,0.2
12/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,4826,0.5
05/11/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,738,
01/13/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4641,0.2
02/03/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,29779,0.2
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Male,91422,6486,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,5632,0.2
11/25/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,535,0.1
03/09/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4303,0.0
03/09/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,158,
05/11/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,5199,0.2
12/16/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,3612,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,28519,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,932,0.0
03/02/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,30748,0.2
01/20/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,139,
04/13/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,21575,0.1
03/02/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,6772,0.3
03/02/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6907,0.2
05/04/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,1047,0.1
05/11/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,2130,0.0
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,3311,
05/11/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1802,
12/09/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,5287,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Other, non-Latinx",All Sexes,25569,8464,0.3
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Female,44758,9162,0.2
04/27/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,919,
12/16/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,747,0.1
03/30/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,17755,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,3433,
04/06/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,711,
05/11/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4845,0.0
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,"White, non-Latinx",Unknown,,317,
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"White, non-Latinx",All Sexes,195561,7967,0.0
04/20/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,21679,0.1
03/02/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,673,
03/23/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,15599,0.1
12/23/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,26547,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,19010,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5565,0.5
04/27/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,18125,0.1
12/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,14041,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,17592,0.1
09/30/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,All Race/Ethnicities,All Sexes,560271,4813,0.0
01/06/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,9179,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Male,,707,
11/25/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,Latinx,All Sexes,85789,2718,0.0
09/23/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,All Race/Ethnicities,All Sexes,560271,2232,0.0
01/27/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,3963,
12/23/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,805,0.1
12/02/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,21143,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,18+ yrs,All Race/Ethnicities,All Sexes,2201215,250445,0.1
04/20/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2980,
03/09/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,68,
03/09/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,4239,
11/11/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,"Asian, non-Latinx",All Sexes,8903,411,0.0
02/17/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,663,
09/30/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Male,411100,2714,0.0
03/02/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,68,
04/20/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,16181,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,584,
12/02/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,Latinx,All Sexes,85789,3057,0.0
01/27/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,630,
02/17/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5446,0.5
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,38141,0.0
11/18/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1183,
12/23/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,4941,0.5
04/06/2024,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Unknown,,70,
12/02/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1333,
04/20/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"White, non-Latinx",All Sexes,294073,67759,0.2
10/14/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,9804,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,107714,0.1
04/27/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,7092,0.3
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,Unknown,Female,,2985,
10/14/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,184,0.0
02/10/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,142,
10/28/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,116,
04/06/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4583,0.0
05/04/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Black, non-Latinx",All Sexes,59709,2113,0.0
04/27/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,5173,0.2
02/24/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,18138,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,Latinx,All Sexes,82791,5403,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Female,429168,38061,0.1
03/02/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,4989,0.2
11/04/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,4677,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"White, non-Latinx",All Sexes,144840,114,0.0
04/20/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,1455,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1393,0.0
09/30/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,33480,0.0
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,91,
03/23/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,158,
01/27/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1656,
02/24/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,144,
12/09/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,3983,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,6999,0.2
12/02/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,All Race/Ethnicities,All Sexes,209779,11423,0.1
12/16/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,5617,0.1
10/21/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,1025,0.0
10/21/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",All Sexes,85840,12694,0.1
05/11/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,149,
11/04/2023,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,4141,0.2
01/27/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,6547,0.3
04/27/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,5052,0.1
01/06/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,134,
02/24/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,30554,0.2
11/25/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,3329,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,819,
12/02/2023,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Unknown,,124,
11/04/2023,2023-2024,UpToDate_2023_2024,All Ages,"Other, non-Latinx",Unknown,,49,
03/09/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,680,
09/23/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,8528,0.0
12/09/2023,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,803,
02/17/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,4755,0.1
11/25/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,Latinx,All Sexes,165753,4618,0.0
09/16/2023,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,All Sexes,2746388,772,0.0
02/03/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,960,0.1
03/16/2024,2023-2024,UpToDate_2023_2024,All Ages,Latinx,Female,408418,41351,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,751,0.0
03/23/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,698,
11/11/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,525,0.1
05/04/2024,2023-2024,UpToDate_2023_2024,65+ yrs,"Asian, non-Latinx",All Sexes,23186,7107,0.3
11/25/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,10900,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,769,0.0
10/14/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,552,
12/09/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Black, non-Latinx",All Sexes,66473,1028,0.0
11/18/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,11734,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,1445,0.0
04/06/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,11777,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1403,
04/27/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,19830,0.1
05/11/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1857,
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,7496,0.1
11/11/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,"Asian, non-Latinx",All Sexes,8058,491,0.1
03/02/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,18357,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,All Race/Ethnicities,All Sexes,827253,94696,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Other, non-Latinx",All Sexes,18857,1415,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Female,98435,8672,0.1
03/02/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,20466,0.1
12/02/2023,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,3497,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1782,
05/11/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,12188,0.1
12/09/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,9850,0.1
04/06/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1809,
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,28567,0.2
12/02/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,11858,0.0
01/13/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,4428,0.1
10/28/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,478,0.0
04/13/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,1764,
02/24/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,Unknown,All Sexes,,665,
12/30/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",All Sexes,189857,27175,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,7033,0.2
01/13/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,9514,0.0
10/28/2023,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,816,
03/09/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,895,
02/24/2024,2023-2024,UpToDate_2023_2024,All Ages,All Race/Ethnicities,Unknown,,890,
12/23/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,234,
09/23/2023,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,16357,0.0
01/27/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Other, non-Latinx",All Sexes,10636,5332,0.5
10/28/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,All Race/Ethnicities,All Sexes,185590,4554,0.0
12/16/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4156,0.2
01/20/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,1258,0.1
03/23/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Asian, non-Latinx",All Sexes,47111,4933,0.1
02/24/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,Latinx,All Sexes,122098,16951,0.1
02/10/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,Unknown,All Sexes,,2678,
11/25/2023,2023-2024,UpToDate_2023_2024,12-17 yrs,Unknown,All Sexes,,190,
05/11/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"White, non-Latinx",All Sexes,37776,7236,0.2
01/27/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"Other, non-Latinx",All Sexes,6234,913,0.1
02/24/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,4175,
11/11/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,121,
03/09/2024,2023-2024,UpToDate_2023_2024,12-17 yrs,"White, non-Latinx",All Sexes,28798,5029,0.2
03/16/2024,2023-2024,UpToDate_2023_2024,18-29 yrs,"Black, non-Latinx",All Sexes,132989,4381,0.0
12/30/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,"Asian, non-Latinx",All Sexes,27165,4433,0.2
10/21/2023,2023-2024,UpToDate_2023_2024,0-4 yrs,Unknown,All Sexes,,206,
11/11/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Latinx,All Sexes,241705,9081,0.0
12/09/2023,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",Male,358383,22628,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,05-11 yrs,"Other, non-Latinx",All Sexes,9113,1317,0.1
03/09/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,11261,0.1
11/25/2023,2023-2024,UpToDate_2023_2024,30-49 yrs,Unknown,All Sexes,,2968,
01/13/2024,2023-2024,UpToDate_2023_2024,All Ages,"Black, non-Latinx",All Sexes,787551,66236,0.1
05/11/2024,2023-2024,UpToDate_2023_2024,50-64 yrs,"Black, non-Latinx",All Sexes,158402,22003,0.1
02/03/2024,2023-2024,UpToDate_2023_2024,75+ yrs,All Race/Ethnicities,All Sexes,139586,50159,0.4
11/11/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,675,0.1
12/02/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,931,0.1
11/18/2023,2023-2024,UpToDate_2023_2024,All Ages,"Asian, non-Latinx",Unknown,,130,
02/10/2024,2023-2024,UpToDate_2023_2024,65+ yrs,Unknown,All Sexes,,1713,
04/13/2024,2023-2024,UpToDate_2023_2024,30-49 yrs,"Black, non-Latinx",All Sexes,201100,11887,0.1
01/13/2024,2023-2024,UpToDate_2023_2024,18-64 yrs,All Race/Ethnicities,All Sexes,1850665,229866,0.1
12/30/2023,2023-2024,UpToDate_2023_2024,05-11 yrs,"Asian, non-Latinx",All Sexes,10628,1170,0.1
11/04/2023,2023-2024,UpToDate_2023_2024,50-64 yrs,Unknown,All Sexes,,929,
